"","X","BeerID","Name","StyleID","Beer_Style","Page_Views","Recipe_Type","Rating","Yield","Description","Ingredients","Procedure"
"1216",1216,1216,"Amarillo IPA (all grain)",7,"American IPA",9894,"all-grain","4-0","5.5 US gallons","Smooth and malty with a creamy head. Nice mouthfeel. Slight citrus flavor but not too &quot;grapefruity&quot; as some American IPA&#39;s seem to be.","8 lbs - Pale Malt (2 Row) UK (3.0 SRM) (Grain) 2 lbs 8.0 oz - Munich Malt (9.0 SRM) (Grain) 2 lbs 8.0 oz - Vienna Malt (3.5 SRM) (Grain) 8.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 8.0 oz - Victory Malt (25.0 SRM) (Grain) 4.0 oz - Aromatic Malt (26.0 SRM) (Grain) 4.0 oz - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 4.0 oz - Honey Malt (25.0 SRM) (Grain) 4.0 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 0.5 oz - Horizon [12.0%] - Boil 75 min (Hops) 0.5 oz - Nugget [13.0%] - Boil 60 min (Hops) 0.6 oz - Amarillo Gold [9.8%] - Boil 30 min (Hops) 1.00 tsp - Yeast Nutrient (Boil 15 min) (Misc) 1.0 oz - Amarillo Gold [9.8%] - Boil 10 min (Hops) 1.5 oz - Amarillo Gold [9.8%] - Boil 5 min (Hops) 2.0 oz - Amarillo Gold [9.8%] - Boil 0 min (Hops) 1 pkgs - American Ale II (Wyeast Labs #1272) (Yeast) 1.0 oz - Amarillo Gold [9.8%] - Dry Hop 14 days (Hops)","0"
"1218",1218,1218,"Mosaic IPA 2",7,"American IPA",2559,"all-grain","4-0","5 US gallons","0","9 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 8.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 2 lbs 8.0 oz - Light Dry Extract (8.0 SRM) (Grain) 1.0 oz - Mosaic [11.5%] - Boil 75 min (Hops) 0.8 oz - Mosaic [11.5%] - Boil 30 min (Hops) 1.0 oz - Mosaic [11.5%] - Steep 0 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast) 2.0 oz - Mosaic [11.5%] - Dry Hop 4 days (Hops)","0"
"1233",1233,1233,"Pops 559 IPA",7,"American IPA",3174,"all-grain","4-0","5 US gallons","0","11 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 8.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 8.0 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 2.0 oz - Magnum [14.0%] - Boil 60 min (Hops) 1.0 oz - Centennial [10.0%] - Boil 30 min (Hops) 1.0 oz - Centennial [10.0%] - Boil 10 min (Hops) 1.0 oz - Cascade [5.5%] - Boil 0 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast)","0"
"1234",1234,1234,"Jai Alai",7,"American IPA",2944,"all-grain","4-0","5.5 US gallons","0","13 lbs 15.9 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 11.9 oz - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 11.9 oz - Munich Malt - 10L (10.0 SRM) (Grain) 1.0 oz - Victory Malt (25.0 SRM) (Grain) 0.5 oz - Ahtanum [6.0%] - First Wort (Hops) 0.5 oz - Columbus (Tomahawk) [14.0%] - First Wort (Hops) 0.9 oz - Amarillo Gold [8.5%] - Boil 60 min (Hops) 0.8 oz - Ahtanum [6.0%] - Boil 60 min (Hops) 0.3 oz - Columbus (Tomahawk) [14.0%] - Boil 60 min (Hops) 0.9 oz - Cascade [5.5%] - Boil 15 min (Hops) 0.4 oz - Centennial [10.0%] - Boil 15 min (Hops) 0.4 oz - Columbus (Tomahawk) [14.0%] - Boil 15 min (Hops) 1.0 oz - Cascade [5.5%] - Boil 6 min (Hops) 0.7 oz - Ahtanum [6.0%] - Boil 6 min (Hops) 0.4 oz - Amarillo Gold [8.5%] - Boil 6 min (Hops) 1 pkgs - Thames Valley Ale (Wyeast Labs #1275) (Yeast) 3.0 oz - Simcoe [13.0%] - Dry Hop 0 days (Hops)","0"
"1247",1247,1247,"Bottoms Up!",7,"American IPA",4401,"all-grain","4-0","5.02 US gallons","modelled on atomic punk, but hopefully more drinkable due to the addition of dextrose. Designed in part to use up some hops, and also to use the cascade I grew as fresh as possible. Slightly less bitter than AP and possibly leaning towards citrus rather than pine.","7.93 gal - Distilled Water (Water) 10.04 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 3.00 g - Epsom Salt (MgSO4) (Mash 60 min) (Misc) 11 lbs 0.4 oz - Lager Malt (1.5 SRM) (Grain) 14.1 oz - Caramunich II (Weyermann) (63.0 SRM) (Grain) 3.5 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 8.8 oz - Corn Sugar (Dextrose) (0.0 SRM) (Grain) 0.7 oz - Columbus (Tomahawk) [14.0%] - Boil 60 min (Hops) 2.1 oz - Cascade [5.5%] - Boil 15 min (Hops) 5.00 g - Irish Moss (Boil 10 min) (Misc) 1.4 oz - Columbus (Tomahawk) [14.0%] - Boil 7 min (Hops) 1.8 oz - Cascade [5.5%] - Steep 30 min (Hops) 1 pkgs - American Ale (Wyeast Labs #1056) (Yeast) 1.4 oz - Centennial [10.0%] - Dry Hop 7 days (Hops)","0"
"1249",1249,1249,"Tiled",7,"American IPA",496,"all-grain","4-0","5.5 US gallons","0","9 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 2 lbs - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 2 lbs - Rye Malt (4.7 SRM) (Grain) 1 lbs - Victory Malt (25.0 SRM) (Grain) 0.7 oz - Warrior [15.0%] - Boil 60 min (Hops) 1.0 oz - Mosaic [12.7%] - Boil 20 min (Hops) 1.0 oz - Mosaic [12.7%] - Boil 10 min (Hops) 1.0 oz - Mosaic [12.7%] - Boil 5 min (Hops) 1.5 oz - Mosaic [12.7%] - Boil 0 min (Hops) 1 pkgs - SafAle English Ale (DCL/Fermentis #S-04) (Yeast)","0"
"1251",1251,1251,"Skarpetorp K2 75min Centennial",7,"American IPA",2671,"all-grain","4-0","15.85 US gallons","0","15.85 gal - Skarpetorp (kopia p&aring; Antwerpen) (Water) 27 lbs 6.1 oz - 50000C Pilsner (2 Row) Ger (2.0 SRM) (Grain) 5 lbs 15.9 oz - 50075 Munich Malt (9.0 SRM) (Grain) 5 lbs 12.9 oz - 50235C Wheat Malt, Ger (2.0 SRM) (Grain) 2 lbs 5.3 oz - 50365 Caramunich Malt (56.0 SRM) (Grain) 2.1 oz - 440442 Centennial [10.0%] - Boil 75 min (Hops) 2.2 oz - 440442 Centennial [10.0%] - Boil 60 min (Hops) 1.50 g - 6300 Protafloc, granulat (Boil 20 min) (Misc) 2.0 oz - 440442 Centennial [10.0%] - Boil 20 min (Hops) 2.4 oz - 440442 Centennial [10.0%] - Boil 3 min (Hops) 2.4 oz - 440442 Centennial [10.0%] - Boil 0 min (Hops) 0 pkgs - American Ale II (Wyeast Labs #1272) (Yeast)","0"
"1254",1254,1254,"SWO Pin IPA",7,"American IPA",924,"all-grain","4-0","3 US gallons","Strong hoppiness that isn&#39;t overpowering. An easy IPA that doesn&#39;t overwhelm and is good for two or three pints without wearing out the palate.","6 lbs 12.0 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 4.0 oz - Munich Malt (9.0 SRM) (Grain) 4.0 oz - Special B Malt (180.0 SRM) (Grain) 0.6 oz - Centennial [10.0%] - Boil 60 min (Hops) 0.2 oz - Centennial [10.0%] - Boil 30 min (Hops) 0.50 g - Irish Moss (Boil 15 min) (Misc) 0.2 oz - Cascade [5.5%] - Boil 15 min (Hops) 0.2 oz - Centennial [10.0%] - Boil 15 min (Hops) 0.2 oz - Cascade [5.5%] - Boil 5 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast)","0"
"1267",1267,1267,"Bravo IPA 10G 12-8-13",7,"American IPA",808,"all-grain","4-0","10.5 US gallons","Brewing again on 12-8-13. Too good not to rebrew","15 lbs 8.0 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 2 lbs - Munich Malt - 20L (20.0 SRM) (Grain) 1 lbs - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 1 lbs - Victory Malt (biscuit) (Briess) (28.0 SRM) (Grain) 8.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 1.5 oz - Bravo [14.2%] - First Wort (Hops) 1.0 oz - Bravo [14.2%] - Boil 20 min (Hops) 2.00 tsp - Irish Moss (Boil 10 min) (Misc) 1.9 oz - Amarillo Gold [6.9%] - Boil 2 min (Hops) 1 pkgs - Burton Ale (White Labs #WLP023) (Yeast) 1 pkgs - Mangrove Jack&#39;s Burton Ale M79 (Mangrove Jacks #) (Yeast)","0"
"1280",1280,1280,"Fat Polar IPA",7,"American IPA",3787,"all-grain","4-0","5.28 US gallons","0","9 lbs 5.2 oz - Pale Malt, Maris Otter (3.0 SRM) (Grain) 2 lbs 7.8 oz - Vienna Malt (3.5 SRM) (Grain) 6.0 oz - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 4.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 1.1 oz - Cascade [5.5%] - Boil 60 min (Hops) 1.1 oz - Cascade [5.5%] - Boil 30 min (Hops) 0.5 oz - Nelson Sauvin [11.4%] - Boil 30 min (Hops) 1.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 1.1 oz - Cascade [5.5%] - Boil 10 min (Hops) 0.5 oz - Nelson Sauvin [12.0%] - Boil 10 min (Hops) 1 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 0.7 oz - Cascade [5.5%] - Dry Hop 4 days (Hops) 0.7 oz - Nelson Sauvin [11.4%] - Dry Hop 4 days (Hops)","0"
"1283",1283,1283,"Notown - Chair City IPA",7,"American IPA",2474,"all-grain","4-0","5.08 US gallons","0","10 lbs - Pale Ale Malt 2-Row (Briess) (3.5 SRM) (Grain) 1 lbs 4.0 oz - White Wheat Malt (2.4 SRM) (Grain) 8.0 oz - Turbinado (10.0 SRM) (Grain) 1.0 oz - Apollo [17.0%] - Boil 15 min (Hops) 1.0 oz - Citra [12.0%] - Boil 10 min (Hops) 1.0 oz - Falconer&#39;s Flight [11.0%] - Boil 10 min (Hops) 1.0 oz - Zythos [10.9%] - Boil 10 min (Hops) 0.5 oz - 4190 [3.6%] - Boil 10 min (Hops) 0.5 oz - Centennial [10.0%] - Boil 10 min (Hops) 1 pkgs - California Ale (White Labs #WLP001) (Yeast) 1 pkgs - SafAle English Ale (DCL/Fermentis #S-04) (Yeast) 0.5 oz - 4190 [3.6%] - Dry Hop 0 days (Hops) 0.5 oz - Centennial [10.0%] - Dry Hop 0 days (Hops)","0"
"1286",1286,1286,"Bosseyed Penguin Chaga IPA",7,"American IPA",5341,"all-grain","4-0","5 US gallons","0","9 lbs 14.7 oz - Pale Malt (2 Row) UK (3.0 SRM) (Grain) 15.5 oz - Carafa III (525.0 SRM) (Grain) 15.5 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 2.3 oz - Chocolate Malt (350.0 SRM) (Grain) 0.7 oz - Chinook [12.0%] - First Wort (Hops) 150.00 ml - Chaga (Boil 60 min) (Misc) 0.2 oz - Chinook [12.0%] - Boil 60 min (Hops) 0.3 oz - Amarillo Gold [9.2%] - Boil 20 min (Hops) 0.3 oz - Cascade [9.1%] - Boil 20 min (Hops) 0.3 oz - Citra [13.5%] - Boil 20 min (Hops) 0.3 oz - Amarillo Gold [9.2%] - Boil 10 min (Hops) 0.3 oz - Cascade [9.1%] - Boil 10 min (Hops) 0.3 oz - Citra [13.5%] - Boil 10 min (Hops) 0.3 oz - Amarillo Gold [9.2%] - Boil 5 min (Hops) 0.3 oz - Cascade [9.1%] - Boil 5 min (Hops) 0.3 oz - Citra [13.5%] - Boil 5 min (Hops) 1 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 1.4 oz - Amarillo Gold [9.2%] - Dry Hop 7 days (Hops) 1.4 oz - Cascade [9.1%] - Dry Hop 7 days (Hops) 1.4 oz - Citra [13.5%] - Dry Hop 7 days (Hops)","0"
"1288",1288,1288,"Achilles Brothers Son of &quot;C&quot; Monster",7,"American IPA",6361,"all-grain","4-0","10 US gallons","0","22 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 1 lbs - White Wheat Malt (2.4 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 8.0 oz - Honey Malt (25.0 SRM) (Grain) 1.0 oz - Columbus (Tomahawk) [15.2%] - First Wort (Hops) 1.0 oz - Centennial [9.8%] - Boil 50 min (Hops) 1.0 oz - Cascade [6.2%] - Boil 30 min (Hops) 1.0 oz - Citra [14.1%] - Boil 20 min (Hops) 1.0 oz - Crystal [4.3%] - Steep 10 min (Hops) 3 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 2.0 oz - Centennial [9.8%] - Dry Hop 5 days (Hops)","0"
"1289",1289,1289,"British American IPA",7,"American IPA",3057,"all-grain","4-0","5 US gallons","0","1 lbs - Rice Hulls (Briess) (0.0 SRM) (Grain) 11 lbs 8.0 oz - Pale Malt, Maris Otter (Thomas Fawcett) (3.0 SRM) (Grain) 2 lbs - Caramel Malt - 60L (Briess) (60.0 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt -120L (120.0 SRM) (Grain) 8.0 oz - Carapils (Briess) (1.5 SRM) (Grain) 1.0 oz - Willamette [5.5%] - First Wort (Hops) 0.5 oz - Cascade [5.5%] - First Wort (Hops) 0.5 oz - Simcoe [13.0%] - Boil 40 min (Hops) 0.5 oz - Willamette [5.5%] - Boil 40 min (Hops) 0.5 oz - Cascade [5.5%] - Boil 20 min (Hops) 0.5 oz - Simcoe [13.0%] - Boil 20 min (Hops) 0.5 oz - Willamette [5.5%] - Boil 20 min (Hops) 0.25 tsp - Irish Moss (Boil 10 min) (Misc) 1 pkgs - London Ale (White Labs #WLP013) (Yeast) 1 pkgs - London Ale (White Labs #WLP013) (Yeast)","0"
"1307",1307,1307,"StoneHedge, Oak Aged IPA (10-Gallon AG)",7,"American IPA",783,"all-grain","4-0","11 US gallons","This beer is fantastic. Smooth. The oak flavoring is rich but not &ldquo;bitey&rdquo;. The dry hops really come through nicely. There is a slight sweetness that comes from the Summit hops and First Wort Hopping reall","23 lbs 12.6 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs 15.7 oz - Vienna Malt (3.5 SRM) (Grain) 1 lbs 7.9 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 1 lbs 7.9 oz - Munich Malt - 20L (20.0 SRM) (Grain) 0.9 oz - Nugget [13.0%] - First Wort (Hops) 0.9 oz - Summit [17.0%] - First Wort (Hops) 1 lbs - Turbinado (10.0 SRM) (Grain) 3.0 oz - Cascade [5.5%] - Steep 0 min (Hops) 3.0 oz - Centennial [10.0%] - Steep 0 min (Hops) 3.0 oz - Simcoe [13.0%] - Steep 0 min (Hops) 2.0 oz - Perle [8.0%] - Steep 1 min (Hops) 1.0 oz - Galaxy [14.0%] - Steep 60 min (Hops) 0.5 oz - Nelson Sauvin [12.0%] - Steep 60 min (Hops) 2 pkgs - California Ale (White Labs #WLP001) (Yeast) 2.0 oz - Cascade [5.5%] - Dry Hop 10 days (Hops) 2.0 oz - Simcoe [13.0%] - Dry Hop 10 days (Hops) 1.0 oz - Centennial [10.0%] - Dry Hop 10 days (Hops) 2.00 oz - Oak Chips (Secondary 8 weeks) (Misc)","0"
"1333",1333,1333,"Falcon APA",7,"American IPA",233,"all-grain","4-0","6 US gallons","Solid malt flavor. Needs more whirlpool and lots more dry hop (only used 1oz for dry first time). One hop shot.","11 lbs - Pale Malt, Maris Otter (3.0 SRM) (Grain) 12.0 oz - Caramel/Crystal Malt - 80L (80.0 SRM) (Grain) 0.2 oz - Hop shot [100.0%] - Boil 60 min (Hops) 1.0 oz - Falconer&#39;s Flight [11.0%] - Boil 30 min (Hops) 2.0 oz - Falconer&#39;s Flight [11.0%] - Boil 0 min (Hops) 1 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast) 2.0 oz - Falconer&#39;s Flight [11.0%] - Dry Hop 3 days (Hops)","0"
"1339",1339,1339,"Good Karma Honey IPA",7,"American IPA",5271,"extract","4-0","2.5 US gallons","0","8.0 oz - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 4.0 oz - Honey Malt (25.0 SRM) (Grain) 3 lbs - Light Dry Extract (8.0 SRM) (Grain) 1 lbs - Honey (1.0 SRM) (Grain) 0.6 oz - Warrior [15.0%] - Boil 60 min (Hops) 0.5 oz - Citra [12.0%] - Boil 30 min (Hops) 0.5 oz - Amarillo Gold [8.5%] - Boil 10 min (Hops) 0.5 oz - Amarillo Gold [8.5%] - Dry Hop 7 days (Hops) 0.5 oz - Citra [12.0%] - Dry Hop 7 days (Hops)","0"
"1340",1340,1340,"8oz. IPA",7,"American IPA",6498,"extract","4-0","5 US gallons","A copper colored IPA that is big on citrus and stone fruit with good malt balance. Everybody enjoyed this one!","7lb. Briess golden light malt extract. 1lb. Briess golden light DME. .5lb. Dextrose 1lb. crystal 20 Lv. 1tsp. gypsum 1oz. Nugget hop pellets 14.3aa Boil 1oz. Mosaic hop pellets 12.1aa 30 min. 2oz. Calypso hop pellets 15.4aa 45 min. 1oz. Mosaic hop pellets 12.1aa 55 min. 1oz. Simco hop pellets 13.1aa 60 min. 1oz. Citra hop pellets after 7 days in secondary 1oz, El Dorado hop pellets at 11 days. Left in for 4 more days then keg or bottle.","Add crystal grains to muslin bag. Add to kettle with 1.5 gallons of water. Bring temp. up to 156. Hold for 30 min. rinse grains with 2 quarts of boiling water. Remove spent grains. Add malt extract, DME,gypsum, and 1 gallon of water to kettle ( total 3 gallons). Bring to a boil, add Nugget hops. Add hops at minutes given. Dextrose at 50 min. Removed kettle from heat. Cooled in sink of cold water or any method that you use. Add 2 gallons of cold water to fermenter. Strained spent hops added wort to fermenter. Topped up to 5 gallons. Pitched yeast at 72 degrees. Fermented at 67 degrees. Racked to secondary at 12 days. Dry hop at days given."
"1346",1346,1346,"Town Lake IPA",7,"American IPA",1025,"partial mash","4-0","5 US gallons","The Town Lake IPA is a well rounded and Balanced IPA with all the great hops you know and love.","2 lb 2-Row Malt 1 lb 60L Malt 8 oz Carapils Malt 4 oz Victory Malt 6 lb Pilsen LME 1 oz Flaconer's Flight Hop 60 Min 1 oz Citra Hop 15 Min .5 oz Citra Hop 5 Min 1 oz Simcoe Hop 0 Min California Ale 001","Bring 3 gallons of water to 160 degrees. Hold at at around 155 degrees with grain in bag for 55 minutes. Then remove grain and strain 3 cups of hot water through the bag until it stops dripping. Then bring wort to a boil and remove heat. Add Malt extract and sugars to wort and stir in. Bring wort to a boil and start your hop schedule. When done add cold water to make 5 gallons. Cool to 80 degrees then pitch yeast. Ferment in primary for one week. After primary rack into secondary for one week. After secondary mix in 5 oz of priming sugar and bottle for 2-3 weeks until properly carbonated."
"1348",1348,1348,"Spring Equinox Honey IPA",7,"American IPA",769,"extract","4-0","5 US gallons","If you love honey and Equinox characteristics, this is the beer for you. I planned it out such that it would be ready to drink on the Spring Equinox in 2016. It was EXCELLENT that day, I ended up having about 8 that day. Over time, the explosive hops dies out a bit of course, but it by no means ages poorly.","7lb Pilsner DME 1lb Honey Malt 0.25ish lb Wheat Malt for head retention 0.5 oz Equinox hops at 60 mins 0.5 oz Equinox hops at 30 mins 1 oz Equinox hops at flameout Safale S-04, but will try S-05 next time A bit of raw honey to make a starter 2 oz Equinox hops for dry hopping","Make your starter! Raw honey is naturally antibacterial. Some folks say it kills yeast or gets yeast used to simple sugars instead of complex ones... This has not been my experience and my honey starters usually make for a better fermentation. Also, that tiny amount of honey allows the beer to age more gracefully.<br/> I make a half gallon starter 2-3 days before brew day.<br/> <br/> Steep your grains at 150 F ish for an hour. <br/> Let them drip back in for 30ish minutes and toss.<br/> Bring the whole shebang to a boil, follow hop ""schedule.""<br/> With about 10 minutes or less left to boil, add your sugars and a bit of yeast nutrient if you wish.<br/> About this time, I have thought about adding blue or green food coloring to give it more of a St. Pats feel to it, but I cooked my sugar too long last time.<br/> Load it up and let it ferment for 2 weeks.<br/> Transfer to secondary, add 2 oz Equinox to dry hop for another 2 weeks.<br/> Bottle, wait 2 weeks, crack open on the Spring Equinox and enjoy!<br/> <br/> This one requires a bit of planning times and the like, but it's worth it that first day."
"1354",1354,1354,"Twerkin' Buddha",7,"American IPA",744,"all-grain","4-0","5 US gallons","Crisp, golden brew with a subtle citrus aroma and clean finish. Not overly hoppy, but just the right amount to satisfy IPA lovers and non-IPA drinkers as well.","8.00 lbs	Pale Malt (2 Row) US 1.00 lbs	Briess 2-Row Caramel 10L 1.00 lbs	Briess Munich 10L 1.00 lbs	Rahr White Wheat 0.50 lbs	Briess Carapils 0.50 ozs	Galena	(60 mins) 0.50 ozs	Pearle	(60 mins) 1.00 ozs	Cascade	(30 mins) 0.50 ozs	Cascade	(5 mins) 1.00 oz	Irish Moss (15 mins) 1.00 pkg	Windsor, Danstar (Ale) Priming Sugar: 3oz Corn Sugar","1. Prepare yeast according to manufacturers instructions.<br/> 2. Heat 14qt water to 173°F. (target water temperature of 154°F for 60 minutes)<br/> 3. Add grains, stirring until well blended.<br/> 4. Stir mash and check temperature every 20 minutes. If temperature is lower than 154F, add hot water to reach target of 154F.<br/> 5. At 40 minutes, begin heating sparge water (7 1/2 qt) to 175°F.<br/> 6. At 60 minutes, drain into boiling pot.<br/> NOTES: <br/> Ensure boiling pot can hold a minimum of 6 gallons. <br/> Place a small piece of aluminum foil on top of grain bed to avoid direct pour of sparge water onto grain bed.<br/> Drain first running's into a small pan and pour back onto grains to avoid excessive grain hulls into wort.<br/> 7. Slowly pour sparge water onto aluminum foil. Water level should stay around 1"" on top of grain bed.<br/> 8. Boil wort for 60 minutes, adding hops and additions accordingly.<br/> 9. At the end of 60 minute boil, cool wort rapidly to 75-85F.<br/> NOTE: Everything that comes into contact with wort must be sterilized from this point on!<br/> 10. Add cooled wort to sterilized fermentator.<br/> 11. Take gravity reading.<br/> 12. Pitch yeast.<br/> <br/> After fermentation is complete, mix priming sugar and 1 cup water and boil for 5 minutes. Add priming solution to sterilized bottling bucket and siphon beer into the bucket. Wait about 15-20 minutes to bottle."
"1363",1363,1363,"Double J IPA",7,"American IPA",3989,"extract","4-0","5 US gallons","medium in color. Scent of citrus and floral smells are amazing, the taste is as great as it smells. and very nicely hopped.","9lb Breis (DME) 1lb 64 Crystal malt 2 tsp. gypsum 1 oz. Northern Brewers Hops 1/2 oz. Cascade Hops 1.5 oz. Cascade Hops (dry hops) Nottingham Ale yeast","Crack grains and steep in half gallon 150-160 degree water for 45 mins. Sparge with 1.5 gallons of water at 170 degrees. Add malt stirring it in and the gypsum and boil, add northern brewers hops after 30 mins. add cascade hops after 15 mins turn flames off. cool down and strain into enough water to make 5 gallons, Pitch yeast when temp is between 65-80 Ferment 10 days then rack to secondary and add 1.5 0z. of cascades for dry hopping allow 14 days for conditioning bottle and drink in 1 week very cold. Or allow to cold condition for two weeks, it's worth it."
"1365",1365,1365,"Summer IPA",7,"American IPA",16672,"all-grain","4-0","5.28 US gallons","Fruity IPA  (updated June 9, 2016)","11 Ibs 14,5 oz Pilsner (2 Row) Ger (3.9 EBC) Grain 6.0 oz Munich Malt - 10L (19.7 EBC) Grain 6.0 oz kg Vienna Malt (6.9 EBC) Grain 1 Ibs 1.6 oz kg Light Dry Extract (15.8 EBC) Dry Extract 0.70 oz (Tomahawk) [14.00 %] - Boil 60.0 min 1.0 tsp Irish Moss (Boil 10.0 mins) 1.0 pkg California Ale (White Labs #WLP001) 1.10 oz Citra [12.00 %] - Boil 0.0 min (Dry hop 14 days) 1.10 oz Mosaic [12.50 %] - Boil 0.0 min (Dry hop 14 days) 0.70 oz Columbus (Tomahawk) [14.00 %] - Boil 0.0 (Dry hop 14 days)","Saccharification Add 15.82 qt of water at 163.7 F 152.0 F 60 min<br/> Mash Out Heat to 168.0 F over 10 min 168.0 F 10 min<br/> <br/> Sparge: Fly sparge with 19.30 gal water at 168.0 F<br/> Mash Notes: Temperature mash for use when mashing in a brew pot over a heat source such as the stove. Use heat to maintain desired temperature during the mash"
"1396",1396,1396,"Insane IPA",7,"American IPA",20240,"partial mash","3-5","2 US gallons","This is the first beer that I ever made using my new brewing equipment (standard 5 gallon batch). I used to brew using the Mr. Beer kit and it only made about 2 gallons. This is a very aromatic, hoppy beer. I loved it! Very similar to Sierra Nevada Torpedo.","8 lbs. Liquid Pale Malt Extract 1 lb. Crystal Malt (10L) 2 oz. Nugget hops (whole) (60 mins) 2 oz. Cascade hops (whole) (1/2 oz. for last 15, 10, 5, and 0 mins) 1 tsp. Irish Moss (30 mins into boil) 3 tsp. Gypsum (30 mins into boil) 2 cups corn sugar added to wart White Labs Yeast London Ale Yeast (WLP013)","Mashed Crystal malt in a single mashing step at 165 degrees F for about 30 mins. Heated to nearly boiling, then added the liquid pale malt extract and 2 cups corn sugar. Brought all of this to a boil, added 2 oz. Nugget hops for the entire boil. Added gypsum and Irish moss 30 mins into boil, then added 1/2 oz Cascade at 15, 10, 5, and 0 mins left in the boil. The initial gravity was higher than normal because of the addition of extra corn sugar. Let sit in primary for 7 days, racked to secondary for 7 days, primed using 3/4 cup corn sugar, bottled, and it was delicious after only 2 weeks in the bottle. All of this was gone in about a month, so I don't know if it would age well. It was just too damn good! :)"
"1469",1469,1469,"NGRIPA",7,"American IPA",4647,"all-grain","3-5","5 US gallons","West coast style IPA with some colored malts to offset hops.","15 lbs pale malt 1lb munich 1 lb carapils 1 0z chinook pellets first wort 1 oz chinook pellets 60 min 2 oz amarillo pellets 30 min 2 oz amarillo pellets 5 min 2 oz amarillo pellets knock out 2 oz amarillo pellets dry hop secondary wyeast 1056 starter 500 ml","Mash at 151 for 60 minutes<br/> sparge and collect wort for 6 gallons final volume"
